title,list_price,bedrooms,bathrooms,sqft,full_link,full_address,postal_code,lat,long,type,Sold on,style,age,tax,sqft_min,sqft_max,sqft_avg
1705 - 45 Southport Street,599999,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/45-southport-street/1705,"45 Southport street, Toronto ",M6S3N5,43.6393,-79.4728,Condo,2021-10-27,Apt,No Data,"$2,212 /yr",1000,1199,1099.5
1506 - 5 Greystone Walk Drive,519000,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/5-greystone-walk-drive/1506,"5 Greystone Walk Drive, Toronto ",M1K5J5,43.7251,-79.2516,Condo,2021-10-27,Apt,No Data,"$1,201 /yr",800,899,849.5
2108 - 33 Charles Street East,730000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/33-charles-street-east/1008,"33 Charles street, Toronto M",4Y 0A2,43.6686,-79.3845,Condo,2021-10-27,Apt,No Data,"$2,801 /yr",600,699,649.5
140 Verobeach Boulevard,1189000,3.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/140-verobeach-boulevard,"140 Verobeach boulevard, Toronto M",9M 1R1,43.7351,-79.5449,Detached,2021-10-27,detached,No Data,"$3,208 /yr",1500,2000,1750.0
1906 - 830 Lawrence Avenue West,559900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/830-lawrence-avenue-west/1906,"830 Lawrence avenue, Toronto ",M6A1C3,43.7144,-79.4531,Condo,2021-10-27,Apt,No Data,"$2,053 /yr",500,599,549.5
6 Ted Wray Circle,749900,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/6-ted-wray-circle,"6 Ted Wray Circle, Toronto ",M3L0G5,43.7302,-79.5235,Att/Row/Twnhouse,2021-10-27,house,No Data,"$3,200 /yr",1500,2000,1750.0
Ph03 - 8 Mondeo Drive,579000,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/8-mondeo-drive/ph03,"8 Mondeo Drive, Toronto ",M1P5C7,43.7644,-79.2886,Condo,2021-10-27,Apt,No Data,"$1,693 /yr",700,799,749.5
916 - 2267 Lake Shore Boulevard West,929800,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/2267-lake-shore-boulevard-west/916,"2267 Lake Shore boulevard, Toronto ",M8V3X2,43.6191,-79.4831,Condo,2021-10-27,Apt,No Data,"$3,047 /yr",1200,1399,1299.5
1008 - 880 Grandview Way,668000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/880-grandview-way/1008,"880 Grandview way, Toronto ",M2N7B2,43.7753,-79.4123,Condo,2021-10-27,Apt,No Data,"$2,646 /yr",900,999,949.5
426 - 47 Lower River Street,499900,1.0,1.0,0-499 ,https://www.zolo.ca/toronto-real-estate/47-lower-river-street/426,"47 Lower River street, Toronto ",M5A0G1,43.6565,-79.3555,Condo,2021-10-27,Apt,No Data,"$1,766 /yr",0,499,249.5
2808 - 300 Bloor Street East,878000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/300-bloor-street-east/2808,"300 Bloor street, Toronto ",M4W3Y2,43.672,-79.3797,Condo,2021-10-27,Apt,No Data,"$3,116 /yr",800,899,849.5
1606 - 70 Forest Manor Road,849000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/70-forest-manor-road/1606,"70 Forest Manor road, Toronto ",M2J1M6,43.7751,-79.3455,Condo,2021-10-27,Apt,No Data,"$2,945 /yr",1000,1199,1099.5
304 - 580 Kingston Road,764500,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/580-kingston-road/304,"580 Kingston road, Toronto ",M4E1P9,43.6787,-79.3001,Condo,2021-10-27,Apt,No Data,"$2,393 /yr",700,799,749.5
77 Macdonald Avenue North,1199000,3.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/77-macdonald-avenue-north,"77 Macdonald avenue, Toronto ",M9N2E5,43.7034,-79.5079,Detached,2021-10-27,house,No Data,"$3,293 /yr",1500,2000,1750.0
1132 - 525 Adelaide Street West,719000,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/525-adelaide-street-west/1132,"525 Adelaide street, Toronto ",M5V0N7,43.6452,-79.4021,Condo,2021-10-27,Apt,No Data,"$2,181 /yr",600,699,649.5
Urg01 - 7 Lorraine Drive,969000,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/7-lorraine-drive/urg01,"7 Lorraine Drive, Toronto ",M2N7H2,43.779,-79.4171,Condo,2021-10-27,Apt,No Data,"$2,860 /yr",1000,1199,1099.5
Ph 11 - 25 Silver Springs Boulevard,475000,1.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/25-silver-springs-boulevard/ph-11,"25 Silver Springs boulevard, Toronto ",M1V1M9,43.8005,-79.3056,Condo,2021-10-27,Apt,No Data,"$1,497 /yr",900,999,949.5
23 Abbs Street,1990000,3.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/23-abbs-street,"23 Abbs street, Toronto ",M6K1M5,43.6418,-79.4336,Triplex,2021-10-27,house,No Data,"$5,090 /yr",2500,3000,2750.0
Ll10 - 816 Lansdowne Avenue,489000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/816-lansdowne-avenue/ll10,"816 Lansdowne avenue, Toronto ",M6H4K6,43.6657,-79.4476,Condo,2021-10-27,Apt,No Data,"$1,766 /yr",600,699,649.5
609 - 121 Mcmahon Drive,789000,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/121-mcmahon-drive/609,"121 Mcmahon Drive, Toronto ",M2K2X9,43.7675,-79.3712,Condo,2021-10-26,Apt,No Data,"$2,731 /yr",1000,1199,1099.5
3 - 39 Drewry Avenue,699998,2.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/39-drewry-avenue/3,"39 Drewry avenue, Toronto M",2M 0B4,43.786,-79.4193,Townhouse,2021-10-26,house,No Data,"$3,134 /yr",1000,1199,1099.5
3 Clinton Street,1250000,3.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/3-clinton-street,"3 Clinton street, Toronto ",M6J2P1,43.654,-79.4131,Att/Row/Twnhouse,2021-10-26,house,No Data,"$5,450 /yr",1100,1500,1300.0
703 - 44 St Joseph Street,749900,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/44-st-joseph-street/703,"44 St Joseph street, Toronto ",M4Y2W4,43.6661,-79.3873,Condo,2021-10-27,Apt,No Data,"$2,483 /yr",800,899,849.5
34 Millennium Drive,999000,3.0,5.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/34-millennium-drive,"34 Millennium Drive, Toronto M",6M 5K5,43.695,-79.4983,Detached,2021-10-26,house,No Data,"$3,950 /yr",1500,2000,1750.0
104 - 1775 Markham Road,569000,3.0,3.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1775-markham-road/104,"1775 Markham road, Toronto ",M1B2Z7,43.795,-79.2391,Condo,2021-10-26,house,No Data,"$2,315 /yr",1000,1199,1099.5
1905 - 1 Bedford Road,3195000,1.0,3.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/1-bedford-road/1905,"1 Bedford road, Toronto ",M5R2B5,43.6683,-79.3971,Condo,2021-10-27,Apt,No Data,"$9,287 /yr",1600,1799,1699.5
423 Roxton Road,2499900,4.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/423-roxton-road,"423 Roxton road, Toronto ",M6G3R5,43.6592,-79.423,Detached,2021-10-26,house,No Data,"$8,084 /yr",2500,3000,2750.0
15 - 296 Torresdale Avenue,798889,3.0,4.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/296-torresdale-avenue/15,"296 Torresdale avenue, Toronto ",M2R3N3,43.7897,-79.4529,Townhouse,2021-10-27,house,No Data,"$2,915 /yr",1600,1799,1699.5
1110 - 25 The Esplanade,710000,1.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/25-the-esplanade/1110,"25 The Esplanade , Toronto ",M5E1W5,43.6462,-79.375,Condo,2021-10-27,Apt,No Data,"$2,230 /yr",800,899,849.5
1702 - 15 Iceboat Terrace,649900,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/15-iceboat-terrace/1702,"15 Iceboat Terrace, Toronto M",5V 4A5,43.6406,-79.397,Condo,2021-10-26,Apt,No Data,"$2,230 /yr",600,699,649.5
2611 - 710 Humberwood Boulevard,605000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/710-humberwood-boulevard/2611,"710 Humberwood boulevard, Toronto ",M9W7J5,43.7245,-79.6162,Condo,2021-10-26,Apt,No Data,"$1,741 /yr",800,899,849.5
303 - 71 Old Mill Road,1150000,2.0,2.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/71-old-mill-road/303,"71 Old Mill road, Toronto ",M8X1G9,43.6507,-79.4967,Condo,2021-10-26,house,No Data,"$4,320 /yr",1400,1599,1499.5
804 - 5101 Dundas Street West,599900,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/5101-dundas-street-west/804,"5101 Dundas street, Toronto ",M9A1C1,43.6449,-79.5318,Condo,2021-10-26,Apt,No Data,"$2,450 /yr",900,999,949.5
306 - 60 Town Centre Court,449000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/60-town-centre-court/306,"60 Town Centre court, Toronto ",M1P0B1,43.7733,-79.2561,Condo,2021-10-26,Apt,No Data,"$1,424 /yr",500,599,549.5
101 - 205 Wellesley Street East,779900,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/205-wellesley-street-east/101,"205 Wellesley street, Toronto M",4X 1G1,43.6672,-79.3735,Townhouse,2021-10-26,house,No Data,"$3,137 /yr",900,999,949.5
108 Sackville Street,1099995,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/108-sackville-street,"108 Sackville street, Toronto M",5A 3E7,43.6567,-79.3618,Townhouse,2021-10-26,house,No Data,"$4,320 /yr",1200,1399,1299.5
15 Houndtrail Drive,1299999,4.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/15-houndtrail-drive,"15 Houndtrail Drive, Toronto ",M1C4J8,43.7961,-79.1833,Detached,2022-01-26,house,No Data,"$4,772 /yr",2500,3000,2750.0
2707 - 8 Charlotte Street,999900,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/8-charlotte-street/2707,"8 Charlotte street, Toronto M",5V 0K4,43.6461,-79.394,Condo,2021-10-26,Apt,No Data,"$3,562 /yr",800,899,849.5
2514 - 5 Massey Square,499000,3.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/5-massey-square/2514,"5 Massey square, Toronto ",M4C5L6,43.6962,-79.293,Condo,2021-10-26,Apt,No Data,"$1,069 /yr",1000,1199,1099.5
709 - 5168 Yonge Street,858000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/5168-yonge-street/709,"5168 Yonge street, Toronto M",2N 0G1,43.7697,-79.4138,Condo,2021-10-26,Apt,No Data,"$3,251 /yr",800,899,849.5
117 - 2320 Gerrard Street East,699990,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/2320-gerrard-street-east/117,"2320 Gerrard street, Toronto ",M4E2E1,43.6855,-79.2941,Townhouse,2021-10-26,house,No Data,"$3,043 /yr",900,999,949.5
1505 - 5 Greystone Walk Drive,569999,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/5-greystone-walk-drive/1505,"5 Greystone Walk Drive, Toronto ",M1K5J5,43.7251,-79.2516,Condo,2021-10-26,Apt,No Data,"$1,544 /yr",1000,1199,1099.5
601 - 70 Queens Wharf Road,579000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/70-queens-wharf-road/601,"70 Queens Wharf road, Toronto ",M5V0J2,43.6385,-79.3995,Condo,2021-10-26,Apt,No Data,"$2,028 /yr",500,599,549.5
193 Hastings Avenue,1449000,3.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/193-hastings-avenue,"193 Hastings avenue, Toronto ",M4L2L6,43.669,-79.3314,Semi-Detached,2021-10-26,house,No Data,"$4,231 /yr",1500,2000,1750.0
1412 - 70 Forest Manor Road,639000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/70-forest-manor-road/1412,"70 Forest Manor road, Toronto ",M2J1M6,43.7751,-79.3455,Condo,2021-10-26,Apt,No Data,"$2,053 /yr",600,699,649.5
502 Annette Street,999800,4.0,3.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/502-annette-street,"502 Annette street, Toronto ",M6P1S3,43.6604,-79.4792,Detached,2021-10-26,house,No Data,"$6,061 /yr",2000,2500,2250.0
31 - 636 Evans Avenue,899000,3.0,3.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/636-evans-avenue/31,"636 Evans avenue, Toronto M",8W 0A8,43.6104,-79.5513,Townhouse,2021-10-26,house,No Data,"$3,183 /yr",1200,1399,1299.5
65 Rosemount Avenue,1529000,5.0,4.0,2500-3000 ,https://www.zolo.ca/toronto-real-estate/65-rosemount-avenue,"65 Rosemount avenue, Toronto M",6H 2M4,43.6776,-79.4369,Semi-Detached,2021-10-26,house,No Data,"$5,685 /yr",2500,3000,2750.0
903 - 65 Scadding Avenue,699000,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/65-scadding-avenue/903,"65 Scadding avenue, Toronto ",M5A4L1,43.649,-79.3649,Condo,2021-10-26,Apt,No Data,"$2,169 /yr",800,899,849.5
611 - 75 Queens Wharf Road,500000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/75-queens-wharf-road/611,"75 Queens Wharf road, Toronto ",M5V0J8,43.6384,-79.3981,Condo,2021-10-26,Apt,No Data,"$2,016 /yr",500,599,549.5
210 Culford Road,999000,3.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/210-culford-road,"210 Culford road, Toronto ",M6L2T9,43.7088,-79.4892,Detached,2021-10-26,detached,No Data,"$4,075 /yr",1100,1500,1300.0
2001 - 955 Bay Street,750000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/955-bay-street/2001,"955 Bay street, Toronto ",M5S0C6,43.6648,-79.387,Condo,2021-10-26,Apt,No Data,"$3,200 /yr",700,799,749.5
54 Glendale Avenue,1399000,3.0,3.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/54-glendale-avenue,"54 Glendale avenue, Toronto ",M6R2S9,43.6409,-79.4514,Detached,2021-10-26,house,No Data,"$6,752 /yr",1500,2000,1750.0
320 - 5 St Joseph Street,960000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/5-st-joseph-street/320,"5 St Joseph street, Toronto M",4Y 0B6,43.6658,-79.3857,Condo,2021-10-26,Apt,No Data,"$3,623 /yr",800,899,849.5
8 - 20 Hainford Street,689000,3.0,2.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/20-hainford-street/8,"20 Hainford street, Toronto ",M1E4Y5,43.769,-79.1752,Townhouse,2021-10-26,house,No Data,"$1,427 /yr",1600,1799,1699.5
N804 - 120 Bayview Avenue,699900,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/120-bayview-avenue/n804,"120 Bayview avenue, Toronto M",5A 0G4,43.6543,-79.3541,Condo,2021-10-26,Apt,No Data,"$2,982 /yr",700,799,749.5
724 - 55 Stewart Street,1499000,2.0,3.0,1400-1599 ,https://www.zolo.ca/toronto-real-estate/55-stewart-street/724,"55 Stewart street, Toronto ",M5V2V1,43.6432,-79.4013,Condo,2021-10-26,Apt,No Data,"$5,792 /yr",1400,1599,1499.5
243 Bain Avenue,1198000,2.0,2.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/243-bain-avenue,"243 Bain avenue, Toronto ",M4K1G2,43.6724,-79.3441,Att/Row/Twnhouse,2021-10-26,house,No Data,"$4,601 /yr",1500,2000,1750.0
1601 - 9 Bogert Avenue,749900,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/9-bogert-avenue/1601,"9 Bogert avenue, Toronto ",M2N0H3,43.7604,-79.4113,Condo,2021-10-26,Apt,No Data,"$2,664 /yr",600,699,649.5
29 Pakenham Drive,799999,3.0,1.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/29-pakenham-drive,"29 Pakenham Drive, Toronto ",M9W4B2,43.7248,-79.5607,Detached,2021-10-26,detached,No Data,"$3,025 /yr",1100,1500,1300.0
13 Methuen Avenue,1098000,2.0,2.0,1100-1500 ,https://www.zolo.ca/toronto-real-estate/13-methuen-avenue,"13 Methuen avenue, Toronto M",6S 1Z7,43.6557,-79.4881,Detached,2021-10-26,house,No Data,"$5,065 /yr",1100,1500,1300.0
Ph 21 - 68 Corporate Drive,599777,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/68-corporate-drive/ph-21,"68 Corporate Drive, Toronto ",M1H3A8,43.7803,-79.251,Condo,2021-10-26,Apt,No Data,"$2,010 /yr",1000,1199,1099.5
201 - 915 Midland Avenue,359900,1.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/915-midland-avenue/201,"915 Midland avenue, Toronto ",M1K4G1,43.7356,-79.2578,Condo,2021-10-26,Apt,No Data,$660 /yr,700,799,749.5
1506A - 710 Humberwood Boulevard,560000,2.0,1.0,800-899 ,https://www.zolo.ca/toronto-real-estate/710-humberwood-boulevard/1506a,"710 Humberwood boulevard, Toronto ",M9W7J5,43.7245,-79.6162,Condo,2021-10-26,Apt,No Data,"$1,517 /yr",800,899,849.5
7C - 6 Rosebank Drive,549000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/6-rosebank-drive/7c,"6 Rosebank Drive, Toronto ",M1B0A1,43.7918,-79.2375,Condo,2021-10-26,Apt,No Data,"$1,650 /yr",800,899,849.5
176 Dawlish Avenue,5995000,4.0,7.0,3500-5000 ,https://www.zolo.ca/toronto-real-estate/176-dawlish-avenue,"176 Dawlish avenue, Toronto ",M4N1H5,43.7224,-79.3914,Detached,2021-10-26,house,No Data,"$20,964 /yr",3500,5000,4250.0
3701 - 7 Mabelle Avenue,729000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/7-mabelle-avenue/3701,"7 Mabelle avenue, Toronto ",M9A4X7,43.6464,-79.5255,Condo,2021-10-26,Apt,No Data,"$2,619 /yr",700,799,749.5
1210 - 15 Baseball Place,799999,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/15-baseball-place/1210,"15 Baseball place, Toronto M",4M 0E6,43.6575,-79.3515,Condo,2021-10-26,Apt,No Data,No Data,700,799,749.5
605 - 4k Spadina Avenue,498880,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/4K-spadina-avenue/605,"4K Spadina avenue, Toronto M",5V 3X9,43.641,-79.3935,Condo,2021-10-26,Apt,No Data,"$1,751 /yr",500,599,549.5
89 Olive Avenue,2590000,5.0,5.0,3500-5000 ,https://www.zolo.ca/toronto-real-estate/89-olive-avenue,"89 Olive avenue, Toronto ",M2N4N9,43.7798,-79.409,Detached,2021-10-26,house,No Data,"$12,947 /yr",3500,5000,4250.0
705 - 717 Bay Street,478800,0.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/717-bay-street/705,"717 Bay street, Toronto ",M5G2J9,43.6588,-79.3847,Condo,2021-10-26,Apt,No Data,"$1,796 /yr",500,599,549.5
2508 - 65 Bremner Boulevard,999900,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/65-bremner-boulevard/2508,"65 Bremner boulevard, Toronto ",M5J0A7,43.6429,-79.3806,Condo,2021-10-26,Apt,No Data,"$4,088 /yr",1000,1199,1099.5
79 Dearbourne Avenue,2189000,5.0,3.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/79-dearbourne-avenue,"79 Dearbourne avenue, Toronto ",M4K1M6,43.6759,-79.3545,Detached,2021-10-26,house,No Data,"$8,377 /yr",2000,2500,2250.0
2612 - 181 Village Green Square,499000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/181-village-green-square/2612,"181 Village Green square, Toronto ",M1S0L3,43.7789,-79.2813,Condo,2021-10-26,Apt,No Data,"$1,696 /yr",600,699,649.5
509 - 5508 Yonge Street,599999,2.0,1.0,700-799 ,https://www.zolo.ca/toronto-real-estate/5508-yonge-street/509,"5508 Yonge street, Toronto ",M2N7L2,43.7783,-79.4159,Condo,2021-10-26,Apt,No Data,"$2,242 /yr",700,799,749.5
928 - 15 James Finlay Way,499000,1.0,2.0,600-699 ,https://www.zolo.ca/toronto-real-estate/15-james-finlay-way/928,"15 James Finlay way, Toronto ",M3M0B3,43.7262,-79.4793,Condo,2021-10-26,Apt,No Data,"$2,126 /yr",600,699,649.5
511 - 9 Spadina Avenue,689000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/9-spadina-avenue/511,"9 Spadina avenue, Toronto ",M5V3V5,43.6402,-79.3924,Condo,2021-10-26,Apt,No Data,"$2,249 /yr",600,699,649.5
47 Candlebrook Crescent,1399000,4.0,3.0,2000-2500 ,https://www.zolo.ca/toronto-real-estate/47-candlebrook-crescent,"47 Candlebrook Crescent, Toronto ",M1W4B3,43.8041,-79.3237,Detached,2021-10-26,house,No Data,"$4,894 /yr",2000,2500,2250.0
702 - 15 Greenview Avenue,599800,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/15-greenview-avenue/702,"15 Greenview avenue, Toronto ",M2M4M7,43.7802,-79.4181,Condo,2021-10-26,Apt,No Data,"$2,194 /yr",600,699,649.5
3404 - 1 Bloor Street East,998000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/1-bloor-street-east/3404,"1 Bloor street, Toronto ",M4W1A9,43.6702,-79.3862,Condo,2021-10-26,Apt,No Data,"$4,711 /yr",800,899,849.5
2601 - 117 Mcmahon Drive,519000,0.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/117-mcmahon-drive/2601,"117 Mcmahon Drive, Toronto M",2K 0E4,43.7672,-79.3704,Condo,2021-10-26,Apt,No Data,"$1,809 /yr",500,599,549.5
24b Oxton Avenue,1995000,3.0,6.0,1500-2000 ,https://www.zolo.ca/toronto-real-estate/24B-oxton-avenue,"24B Oxton avenue, Toronto ",M5P1L9,43.6971,-79.404,Semi-Detached,2021-10-26,house,No Data,"$7,389 /yr",1500,2000,1750.0
2 - 1246 Avenue Road,699999,2.0,1.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/1246-avenue-road/2,"1246 Avenue road, Toronto ",M5N2G7,43.7143,-79.4122,Condo,2021-10-26,Apt,No Data,"$2,975 /yr",1000,1199,1099.5
1802 - 281 Mutual Street,699500,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/281-mutual-street/1802,"281 Mutual street, Toronto M",4Y 3C4,43.6632,-79.3778,Condo,2021-10-26,Apt,No Data,"$2,249 /yr",600,699,649.5
2207 - 1900 Sheppard Avenue East,498800,2.0,1.0,900-999 ,https://www.zolo.ca/toronto-real-estate/1900-sheppard-avenue-east/2207,"1900 Sheppard avenue, Toronto ",M2J4T4,43.7763,-79.3359,Condo,2021-10-26,Apt,No Data,"$1,503 /yr",900,999,949.5
1901 - 30 Herons Hill Way,528000,1.0,1.0,600-699 ,https://www.zolo.ca/toronto-real-estate/30-herons-hill-way/1901,"30 Heron's Hill way, Toronto ",M2J0A7,43.7749,-79.3355,Condo,2021-10-26,Apt,No Data,"$1,550 /yr",600,699,649.5
A307 - 3233 Eglinton Avenue East,449898,2.0,2.0,1000-1199 ,https://www.zolo.ca/toronto-real-estate/3233-eglinton-avenue-east/307,"3233 Eglinton avenue, Toronto ",M1J3N6,43.7438,-79.2132,Condo,2021-10-26,Apt,No Data,"$1,268 /yr",1000,1199,1099.5
N704 - 6 Sonic Way,670000,2.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/6-sonic-way/n704,"6 Sonic way, Toronto M",3C 0P1,43.7194,-79.3364,Condo,2021-10-26,Apt,No Data,$1 /yr,700,799,749.5
612 - 8 Trent Avenue,499000,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/8-trent-avenue/612,"8 Trent avenue, Toronto M",4C 0A6,43.688,-79.2958,Condo,2021-10-26,Apt,No Data,"$2,566 /yr",500,599,549.5
730 - 10 Capreol Court,769000,2.0,2.0,800-899 ,https://www.zolo.ca/toronto-real-estate/10-capreol-court/730,"10 Capreol court, Toronto ",M5V4B3,43.6402,-79.396,Condo,2021-10-26,Apt,No Data,"$2,737 /yr",800,899,849.5
405 - 155 St Clair Avenue West,1995000,1.0,2.0,1600-1799 ,https://www.zolo.ca/toronto-real-estate/155-st-clair-avenue-west/405,"155 St Clair avenue, Toronto ",M4V1P7,43.6863,-79.4016,Condo,2021-10-26,Apt,No Data,"$8,676 /yr",1600,1799,1699.5
2602 - 205 Wynford Drive,745000,2.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/205-wynford-drive/2602,"205 Wynford Drive, Toronto ",M3C3P4,43.7236,-79.3263,Comm Element Condo,2021-10-26,Apt,No Data,"$2,857 /yr",1200,1399,1299.5
1612 - 3 Rean Drive,590000,1.0,2.0,700-799 ,https://www.zolo.ca/toronto-real-estate/3-rean-drive/1612,"3 Rean Drive, Toronto ",M2K1H1,43.7654,-79.3831,Condo,2021-10-26,Apt,No Data,"$1,949 /yr",700,799,749.5
607 - 4091 Sheppard Avenue,599000,3.0,2.0,1200-1399 ,https://www.zolo.ca/toronto-real-estate/4091-sheppard-avenue/607,"4091 Sheppard avenue, Toronto ",M1S3H2,43.7836,-79.2847,Condo,2021-10-26,Apt,No Data,"$1,179 /yr",1200,1399,1299.5
504 - 11 Thorncliffe Park Drive,560000,2.0,2.0,900-999 ,https://www.zolo.ca/toronto-real-estate/11-thorncliffe-park-drive/504,"11 Thorncliffe Park Drive, Toronto ",M4H1P3,43.704,-79.3491,Condo,2021-10-26,Apt,No Data,"$1,583 /yr",900,999,949.5
803 - 85 Bloor Street East,549900,1.0,1.0,500-599 ,https://www.zolo.ca/toronto-real-estate/85-bloor-street-east/803,"85 Bloor street, Toronto ",M4W3Y1,43.6705,-79.3845,Condo,2021-10-26,Apt,No Data,"$2,141 /yr",500,599,549.5
